State,County,Geographic Area Name,Population 16 years and over,Population 16 years and over: Labor Force Participation Rate,Population 16 years and over: Employment/Population Ratio,Population 16 years and over: Unemployment rate
33,003,"Carroll County, New Hampshire",44056,59.8,56.4,5.6
33,005,"Cheshire County, New Hampshire",64472,62.9,60.7,3.5
33,007,"Coos County, New Hampshire",27177,55.5,53.1,4.2
33,009,"Grafton County, New Hampshire",78308,60.9,59.2,2.8
33,011,"Hillsborough County, New Hampshire",348834,70.5,67.8,3.7
33,013,"Merrimack County, New Hampshire",129022,64.9,62.3,3.6
33,015,"Rockingham County, New Hampshire",263171,68.9,66.4,3.4
33,017,"Strafford County, New Hampshire",110152,67.9,65.0,3.7
33,019,"Sullivan County, New Hampshire",36865,56.5,54.8,2.9
34,001,"Atlantic County, New Jersey",224036,63.3,57.9,8.3
34,003,"Bergen County, New Jersey",778553,66.9,63.2,5.5
34,005,"Burlington County, New Jersey",378741,66.5,61.6,5.1
34,007,"Camden County, New Jersey",417807,66.4,61.5,7.2
34,009,"Cape May County, New Jersey",80856,56.8,52.2,6.5
34,011,"Cumberland County, New Jersey",120757,56.8,52.3,7.8
34,013,"Essex County, New Jersey",674180,66.2,60.5,8.5
34,015,"Gloucester County, New Jersey",246367,66.8,63.2,5.2
34,017,"Hudson County, New Jersey",581829,69.9,65.7,5.8
34,019,"Hunterdon County, New Jersey",108459,65.4,62.4,4.6
34,021,"Mercer County, New Jersey",311534,63.8,59.9,6.1
34,023,"Middlesex County, New Jersey",696520,66.4,62.2,6.3
34,025,"Monmouth County, New Jersey",527423,66.5,62.8,5.4
34,027,"Morris County, New Jersey",417420,67.8,64.1,5.3
34,029,"Ocean County, New Jersey",499060,58.9,55.4,5.7
34,031,"Passaic County, New Jersey",410610,66.6,61.3,7.8
34,033,"Salem County, New Jersey",52618,60.5,55.7,8.0
34,035,"Somerset County, New Jersey",280924,69.3,65.8,5.0
34,037,"Sussex County, New Jersey",120413,68.4,64.6,5.5
34,039,"Union County, New Jersey",453679,68.8,64.5,6.2
34,041,"Warren County, New Jersey",91512,66.0,62.0,6.0
35,001,"Bernalillo County, New Mexico",549810,62.6,58.6,5.4
35,003,"Catron County, New Mexico",3320,30.7,28.9,5.7
35,005,"Chaves County, New Mexico",50138,56.1,53.1,5.3
35,006,"Cibola County, New Mexico",21350,45.1,41.7,7.3
35,007,"Colfax County, New Mexico",10559,50.6,48.9,3.2
35,009,"Curry County, New Mexico",36942,63.5,49.9,7.9
35,011,"De Baca County, New Mexico",1309,60.9,55.7,8.5
35,013,"Doña Ana County, New Mexico",173874,57.4,53.0,6.8
35,015,"Eddy County, New Mexico",46978,61.1,58.3,4.2
35,017,"Grant County, New Mexico",23358,45.4,41.9,7.7
35,019,"Guadalupe County, New Mexico",3663,49.5,44.6,9.8
35,021,"Harding County, New Mexico",551,55.5,51.4,7.2
35,023,"Hidalgo County, New Mexico",3289,52.1,48.5,4.4
35,025,"Lea County, New Mexico",53500,62.3,57.6,7.4
35,027,"Lincoln County, New Mexico",17252,51.5,48.7,5.3
35,028,"Los Alamos County, New Mexico",15667,67.5,65.6,1.9
35,029,"Luna County, New Mexico",19336,46.2,42.9,7.0
35,031,"McKinley County, New Mexico",54407,48.5,43.6,9.6
35,033,"Mora County, New Mexico",3652,38.8,35.9,7.4
35,035,"Otero County, New Mexico",54618,54.1,42.3,9.6
35,037,"Quay County, New Mexico",6914,52.9,50.4,4.8
35,039,"Rio Arriba County, New Mexico",32295,51.3,48.1,6.0
35,041,"Roosevelt County, New Mexico",14906,62.6,57.2,6.6
35,043,"Sandoval County, New Mexico",120127,59.4,55.7,5.9
35,045,"San Juan County, New Mexico",94507,53.0,48.3,8.9
35,047,"San Miguel County, New Mexico",23405,50.3,46.8,6.9
35,049,"Santa Fe County, New Mexico",131419,57.7,54.4,5.4
35,051,"Sierra County, New Mexico",9796,38.1,36.3,4.7
35,053,"Socorro County, New Mexico",13170,40.8,38.9,4.4
35,055,"Taos County, New Mexico",29428,50.9,47.9,5.9
35,057,"Torrance County, New Mexico",12483,49.8,44.4,10.8
35,059,"Union County, New Mexico",3281,43.9,41.4,5.8
35,061,"Valencia County, New Mexico",61027,51.8,47.7,7.5
36,001,"Albany County, New York",265064,64.2,60.7,5.2
36,003,"Allegany County, New York",39045,54.2,50.2,7.3
36,005,"Bronx County, New York",1126809,58.4,51.8,11.2
36,007,"Broome County, New York",165200,56.8,52.8,6.9
36,009,"Cattaraugus County, New York",62073,56.7,53.5,5.4
36,011,"Cayuga County, New York",63062,57.6,55.1,4.3
36,013,"Chautauqua County, New York",104792,55.7,52.7,5.4
36,015,"Chemung County, New York",68248,57.5,53.7,6.3
36,017,"Chenango County, New York",38574,59.3,55.0,7.1
36,019,"Clinton County, New York",67113,56.4,53.5,4.7
36,021,"Columbia County, New York",52865,59.5,55.9,5.9
36,023,"Cortland County, New York",39204,62.9,59.4,5.4
36,025,"Delaware County, New York",38334,53.5,50.2,6.1
36,027,"Dutchess County, New York",248587,62.8,59.6,5.0
36,029,"Erie County, New York",782615,62.7,59.5,5.0
36,031,"Essex County, New York",32264,56.5,53.6,5.1
36,033,"Franklin County, New York",39028,52.2,49.5,5.1
36,035,"Fulton County, New York",43937,58.0,55.4,4.3
36,037,"Genesee County, New York",47597,63.7,60.7,4.7
36,039,"Greene County, New York",41132,54.9,53.3,2.8
36,041,"Hamilton County, New York",4530,51.8,49.2,4.9
36,043,"Herkimer County, New York",49460,59.5,57.0,4.2
36,045,"Jefferson County, New York",92162,63.2,47.8,6.4
36,047,"Kings County, New York",2135345,63.7,59.0,7.3
36,049,"Lewis County, New York",21310,59.2,55.7,5.2
36,051,"Livingston County, New York",52248,58.1,55.4,4.7
36,053,"Madison County, New York",56785,58.1,55.5,4.1
36,055,"Monroe County, New York",620485,63.5,60.2,5.3
36,057,"Montgomery County, New York",39346,59.7,56.1,5.9
36,059,"Nassau County, New York",1127987,65.6,62.5,4.6
36,061,"New York County, New York",1433287,66.5,62.0,6.8
36,063,"Niagara County, New York",175473,60.9,57.2,5.8
36,065,"Oneida County, New York",187452,57.7,54.9,4.4
36,067,"Onondaga County, New York",384486,62.4,58.8,5.6
36,069,"Ontario County, New York",93104,61.9,59.4,4.0
36,071,"Orange County, New York",311785,63.4,59.0,5.3
36,073,"Orleans County, New York",33429,56.8,53.3,6.1
36,075,"Oswego County, New York",96515,61.1,56.5,7.3
36,077,"Otsego County, New York",51534,56.1,53.0,5.0
36,079,"Putnam County, New York",81197,64.7,61.8,4.4
36,081,"Queens County, New York",1942919,63.7,59.2,7.0
36,083,"Rensselaer County, New York",134206,64.2,60.4,5.6
36,085,"Richmond County, New York",399277,60.0,56.6,5.4
36,087,"Rockland County, New York",250660,63.2,59.2,6.2
36,089,"St. Lawrence County, New York",89757,53.2,49.8,6.3
36,091,"Saratoga County, New York",196363,66.5,63.6,3.5
36,093,"Schenectady County, New York",129383,62.9,59.0,6.0
36,095,"Schoharie County, New York",25411,57.9,54.8,5.3
36,097,"Schuyler County, New York",14927,58.5,54.9,5.7
36,099,"Seneca County, New York",27573,56.7,54.1,4.5
36,101,"Steuben County, New York",75864,59.3,55.6,6.3
36,103,"Suffolk County, New York",1249182,65.8,62.6,4.8
36,105,"Sullivan County, New York",63978,58.1,53.9,7.2
36,107,"Tioga County, New York",39720,60.6,57.2,5.6
36,109,"Tompkins County, New York",89300,58.1,55.3,4.7
36,111,"Ulster County, New York",154703,58.9,55.9,5.1
36,113,"Warren County, New York",55636,60.1,57.3,4.2
36,115,"Washington County, New York",51343,58.9,55.7,5.1
36,117,"Wayne County, New York",74176,61.9,59.1,4.3
36,119,"Westchester County, New York",809847,65.2,61.3,6.0
36,121,"Wyoming County, New York",33294,56.8,54.4,4.1
36,123,"Yates County, New York",19880,56.3,54.4,3.2
37,001,"Alamance County, North Carolina",138209,62.8,59.5,5.0
37,003,"Alexander County, North Carolina",30289,58.1,54.8,5.6
37,005,"Alleghany County, North Carolina",9404,49.4,46.7,5.3
37,007,"Anson County, North Carolina",18395,50.8,47.5,6.4
37,009,"Ashe County, North Carolina",22892,54.0,51.2,5.1
37,011,"Avery County, North Carolina",15564,45.3,43.0,5.0
37,013,"Beaufort County, North Carolina",37008,55.3,52.2,5.6
37,015,"Bertie County, North Carolina",15192,44.4,41.5,6.4
37,017,"Bladen County, North Carolina",24339,47.7,45.0,5.5
37,019,"Brunswick County, North Carolina",121872,48.9,46.3,5.0
37,021,"Buncombe County, North Carolina",226493,60.5,58.2,3.6
37,023,"Burke County, North Carolina",73800,57.1,53.6,6.0
37,025,"Cabarrus County, North Carolina",176491,67.8,64.4,4.9
37,027,"Caldwell County, North Carolina",66660,58.1,54.7,5.8
37,029,"Camden County, North Carolina",8221,62.8,58.3,5.7
37,031,"Carteret County, North Carolina",58242,55.4,51.6,4.9
37,033,"Caswell County, North Carolina",19196,53.1,49.8,6.0
37,035,"Catawba County, North Carolina",130560,61.3,58.1,5.1
37,037,"Chatham County, North Carolina",63808,57.2,55.6,2.8
37,039,"Cherokee County, North Carolina",24817,48.4,45.9,4.9
37,041,"Chowan County, North Carolina",11453,54.2,51.7,4.3
37,043,"Clay County, North Carolina",9735,46.9,45.1,4.0
37,045,"Cleveland County, North Carolina",80115,57.9,54.0,6.4
37,047,"Columbus County, North Carolina",41727,48.1,45.2,5.8
37,049,"Craven County, North Carolina",81310,58.5,49.4,5.1
37,051,"Cumberland County, North Carolina",260162,64.4,48.1,7.9
37,053,"Currituck County, North Carolina",22897,65.3,61.7,3.2
37,055,"Dare County, North Carolina",31103,65.0,61.2,5.1
37,057,"Davidson County, North Carolina",137498,58.7,56.1,4.3
37,059,"Davie County, North Carolina",35367,58.9,56.0,4.6
37,061,"Duplin County, North Carolina",39054,58.9,55.5,5.4
37,063,"Durham County, North Carolina",266342,67.5,64.5,4.3
37,065,"Edgecombe County, North Carolina",39414,56.6,51.7,8.6
37,067,"Forsyth County, North Carolina",307220,61.7,58.0,5.6
37,069,"Franklin County, North Carolina",56285,61.8,58.1,5.9
37,071,"Gaston County, North Carolina",184081,62.5,59.3,4.9
37,073,"Gates County, North Carolina",8595,58.5,53.1,9.3
37,075,"Graham County, North Carolina",6671,51.5,47.5,7.7
37,077,"Granville County, North Carolina",50547,56.0,53.2,4.7
37,079,"Greene County, North Carolina",16943,50.6,47.7,5.5
37,081,"Guilford County, North Carolina",434425,64.1,60.7,5.2
37,083,"Halifax County, North Carolina",39802,50.7,46.0,9.3
37,085,"Harnett County, North Carolina",103882,59.6,52.1,5.3
37,087,"Haywood County, North Carolina",52396,55.5,53.5,3.5
37,089,"Henderson County, North Carolina",97554,58.0,55.9,3.5
37,091,"Hertford County, North Carolina",18212,51.5,47.5,7.2
37,093,"Hoke County, North Carolina",39673,58.3,48.4,6.4
37,095,"Hyde County, North Carolina",3800,40.7,37.1,8.7
37,097,"Iredell County, North Carolina",150816,64.9,61.9,4.6
37,099,"Jackson County, North Carolina",36300,56.2,52.7,5.9
37,101,"Johnston County, North Carolina",170673,66.0,63.4,3.7
37,103,"Jones County, North Carolina",7784,52.2,49.6,4.8
37,105,"Lee County, North Carolina",50259,60.5,56.8,5.2
37,107,"Lenoir County, North Carolina",44293,55.4,51.3,7.1
37,109,"Lincoln County, North Carolina",72027,62.1,59.3,4.4
37,111,"McDowell County, North Carolina",36939,53.8,50.9,5.5
37,113,"Macon County, North Carolina",31327,52.0,50.2,3.5
37,115,"Madison County, North Carolina",18215,54.4,53.3,1.7
37,117,"Martin County, North Carolina",18014,55.8,50.4,9.6
37,119,"Mecklenburg County, North Carolina",887003,71.4,68.1,4.5
37,121,"Mitchell County, North Carolina",12658,55.2,51.7,6.3
37,123,"Montgomery County, North Carolina",20983,54.0,52.2,3.1
37,125,"Moore County, North Carolina",81483,57.9,51.0,4.6
37,127,"Nash County, North Carolina",76813,60.1,56.2,6.4
37,129,"New Hanover County, North Carolina",191340,64.6,61.2,4.8
37,131,"Northampton County, North Carolina",14806,50.1,46.3,7.6
37,133,"Onslow County, North Carolina",158795,70.0,42.8,6.4
37,135,"Orange County, North Carolina",121673,61.9,59.4,3.9
37,137,"Pamlico County, North Carolina",10859,43.4,41.4,4.6
37,139,"Pasquotank County, North Carolina",32537,60.3,54.8,5.8
37,141,"Pender County, North Carolina",49752,60.5,55.8,6.4
37,143,"Perquimans County, North Carolina",10944,49.3,46.8,5.0
37,145,"Person County, North Carolina",32143,60.6,58.3,3.7
37,147,"Pitt County, North Carolina",139169,63.2,58.1,7.5
37,149,"Polk County, North Carolina",16797,53.2,50.9,4.3
37,151,"Randolph County, North Carolina",116463,60.1,57.7,3.9
37,153,"Richmond County, North Carolina",34394,57.9,51.9,9.6
37,155,"Robeson County, North Carolina",91655,51.0,47.6,6.4
37,157,"Rockingham County, North Carolina",75402,56.0,52.3,6.5
37,159,"Rowan County, North Carolina",118203,60.3,56.5,6.3
37,161,"Rutherford County, North Carolina",53299,53.3,50.1,6.0
37,163,"Sampson County, North Carolina",46668,56.7,53.1,5.7
37,165,"Scotland County, North Carolina",27120,52.4,46.7,10.8
37,167,"Stanly County, North Carolina",50742,59.3,56.6,4.3
37,169,"Stokes County, North Carolina",37552,55.5,52.4,5.3
37,171,"Surry County, North Carolina",58168,57.5,54.6,4.9
37,173,"Swain County, North Carolina",11274,55.2,51.0,7.5
37,175,"Transylvania County, North Carolina",28521,51.8,49.8,4.0
37,177,"Tyrrell County, North Carolina",2840,43.2,41.5,3.9
37,179,"Union County, North Carolina",186574,67.7,64.8,4.3
37,181,"Vance County, North Carolina",33719,57.9,53.9,7.0
37,183,"Wake County, North Carolina",899401,69.9,66.9,4.2
37,185,"Warren County, North Carolina",15962,49.2,44.4,9.9
37,187,"Washington County, North Carolina",9115,49.3,42.7,12.7
37,189,"Watauga County, North Carolina",48773,59.8,54.1,9.3
37,191,"Wayne County, North Carolina",93010,60.9,54.2,5.0
37,193,"Wilkes County, North Carolina",54382,56.0,52.5,6.0
37,195,"Wilson County, North Carolina",62764,58.8,54.7,6.6
37,197,"Yadkin County, North Carolina",30516,58.7,55.4,5.2
37,199,"Yancey County, North Carolina",15513,53.8,49.6,7.6
38,001,"Adams County, North Dakota",1754,60.5,60.1,0.7
38,003,"Barnes County, North Dakota",8931,63.4,61.3,3.3
38,005,"Benson County, North Dakota",4077,51.4,50.2,2.2
38,007,"Billings County, North Dakota",681,63.3,62.0,2.1
38,009,"Bottineau County, North Dakota",5215,61.0,58.5,3.5
38,011,"Bowman County, North Dakota",2303,64.9,62.2,4.1
38,013,"Burke County, North Dakota",1688,63.8,62.4,2.0
38,015,"Burleigh County, North Dakota",78280,67.1,65.1,2.7
38,017,"Cass County, North Dakota",148893,76.0,73.4,2.8
38,019,"Cavalier County, North Dakota",2925,58.6,58.1,0.9
38,021,"Dickey County, North Dakota",3919,67.0,64.3,3.1
38,023,"Divide County, North Dakota",1733,58.8,56.9,3.2
38,025,"Dunn County, North Dakota",3161,62.0,60.5,2.4
38,027,"Eddy County, North Dakota",1938,58.6,57.0,2.3
38,029,"Emmons County, North Dakota",2731,58.4,57.5,1.4
38,031,"Foster County, North Dakota",2734,66.3,66.1,0.2
38,033,"Golden Valley County, North Dakota",1418,60.4,57.1,5.4
38,035,"Grand Forks County, North Dakota",59264,71.3,66.8,3.4
38,037,"Grant County, North Dakota",1851,58.2,56.6,2.9
38,039,"Griggs County, North Dakota",1889,60.9,60.1,1.2
38,041,"Hettinger County, North Dakota",2051,58.2,55.7,4.2
38,043,"Kidder County, North Dakota",1891,55.1,54.6,1.0
38,045,"LaMoure County, North Dakota",3323,62.7,61.7,1.7
38,047,"Logan County, North Dakota",1504,57.7,57.0,1.3
38,049,"McHenry County, North Dakota",4165,64.2,60.9,4.4
38,051,"McIntosh County, North Dakota",2123,61.5,60.8,0.5
38,053,"McKenzie County, North Dakota",9918,69.2,67.8,1.7
38,055,"McLean County, North Dakota",7842,58.1,57.3,1.4
38,057,"Mercer County, North Dakota",6768,57.1,55.5,2.7
38,059,"Morton County, North Dakota",26175,71.3,69.6,2.0
38,061,"Mountrail County, North Dakota",7184,63.4,61.1,3.5
38,063,"Nelson County, North Dakota",2484,55.7,55.0,1.2
38,065,"Oliver County, North Dakota",1393,57.6,56.0,2.9
38,067,"Pembina County, North Dakota",5608,59.8,57.0,4.3
38,069,"Pierce County, North Dakota",3208,58.7,57.9,1.0
38,071,"Ramsey County, North Dakota",9080,66.3,64.4,0.8
38,073,"Ransom County, North Dakota",4549,61.2,58.9,2.9
38,075,"Renville County, North Dakota",1801,66.5,62.3,2.3
38,077,"Richland County, North Dakota",13318,65.6,63.9,2.5
38,079,"Rolette County, North Dakota",8759,54.9,51.4,6.4
38,081,"Sargent County, North Dakota",3143,67.5,66.2,1.5
38,083,"Sheridan County, North Dakota",1173,54.0,53.6,0.8
38,085,"Sioux County, North Dakota",2684,50.1,39.7,20.7
38,087,"Slope County, North Dakota",700,62.9,60.0,4.5
38,089,"Stark County, North Dakota",25017,69.0,67.0,2.9
38,091,"Steele County, North Dakota",1399,61.1,59.8,2.2
38,093,"Stutsman County, North Dakota",17816,63.8,60.6,4.7
38,095,"Towner County, North Dakota",1694,63.5,62.5,1.6
38,097,"Traill County, North Dakota",6457,65.7,64.0,2.0
38,099,"Walsh County, North Dakota",8354,64.3,62.4,2.3
38,101,"Ward County, North Dakota",54621,72.5,62.6,3.7
38,103,"Wells County, North Dakota",3167,62.3,61.2,1.8
38,105,"Williams County, North Dakota",28165,74.0,72.1,2.5
39,001,"Adams County, Ohio",21825,51.0,48.1,5.8
39,003,"Allen County, Ohio",80822,61.0,57.2,6.1
39,005,"Ashland County, Ohio",42302,60.7,58.4,3.7
39,007,"Ashtabula County, Ohio",78803,57.9,53.5,7.6
39,009,"Athens County, Ohio",53349,56.3,52.9,5.7
39,011,"Auglaize County, Ohio",36604,67.4,65.4,2.9
39,013,"Belmont County, Ohio",55773,54.3,51.0,6.0
39,015,"Brown County, Ohio",34996,57.0,54.5,4.4
39,017,"Butler County, Ohio",308883,63.5,60.2,5.1
39,019,"Carroll County, Ohio",22017,56.3,54.1,3.9
39,021,"Champaign County, Ohio",31457,63.0,60.1,4.5
39,023,"Clark County, Ohio",108925,59.6,55.4,6.8
39,025,"Clermont County, Ohio",167698,65.2,62.4,4.1
39,027,"Clinton County, Ohio",33632,63.0,60.0,4.7
39,029,"Columbiana County, Ohio",83979,58.1,55.2,4.9
39,031,"Coshocton County, Ohio",28934,57.1,53.6,6.1
39,033,"Crawford County, Ohio",33761,60.3,56.9,5.5
39,035,"Cuyahoga County, Ohio",1028727,63.4,58.8,7.2
39,037,"Darke County, Ohio",40971,61.7,60.0,2.6
39,039,"Defiance County, Ohio",30629,64.6,61.4,4.9
39,041,"Delaware County, Ohio",167847,70.4,68.1,3.0
39,043,"Erie County, Ohio",61921,61.5,57.7,6.1
39,045,"Fairfield County, Ohio",126221,64.8,62.0,3.7
39,047,"Fayette County, Ohio",22986,58.9,56.3,4.3
39,049,"Franklin County, Ohio",1045482,69.8,66.4,4.7
39,051,"Fulton County, Ohio",33801,63.2,61.0,3.5
39,053,"Gallia County, Ohio",23372,52.7,50.5,4.1
39,055,"Geauga County, Ohio",76978,64.5,62.5,3.1
39,057,"Greene County, Ohio",137078,62.8,58.2,4.6
39,059,"Guernsey County, Ohio",30980,56.7,54.0,4.6
39,061,"Hamilton County, Ohio",659064,66.5,63.2,5.0
39,063,"Hancock County, Ohio",60575,64.5,62.1,3.7
39,065,"Hardin County, Ohio",24429,59.7,56.9,4.7
39,067,"Harrison County, Ohio",11878,50.4,47.8,4.5
39,069,"Henry County, Ohio",21988,64.8,61.8,4.5
39,071,"Highland County, Ohio",34149,58.3,55.8,4.4
39,073,"Hocking County, Ohio",22710,58.7,55.9,4.7
39,075,"Holmes County, Ohio",32429,65.0,63.7,2.0
39,077,"Huron County, Ohio",46268,61.9,59.2,4.4
39,079,"Jackson County, Ohio",25762,56.7,53.3,5.9
39,081,"Jefferson County, Ohio",54266,54.7,51.6,5.5
39,083,"Knox County, Ohio",49977,60.0,57.9,3.3
39,085,"Lake County, Ohio",192759,65.4,62.5,4.4
39,087,"Lawrence County, Ohio",46927,52.7,50.7,3.8
39,089,"Licking County, Ohio",142458,63.2,61.0,3.3
39,091,"Logan County, Ohio",37079,60.8,58.6,3.5
39,093,"Lorain County, Ohio",253369,60.6,57.8,4.4
39,095,"Lucas County, Ohio",343053,63.0,58.7,6.8
39,097,"Madison County, Ohio",36236,57.8,55.8,3.4
39,099,"Mahoning County, Ohio",187732,59.7,55.3,7.2
39,101,"Marion County, Ohio",53076,54.2,51.1,5.7
39,103,"Medina County, Ohio",147860,67.2,65.1,3.0
39,105,"Meigs County, Ohio",17970,49.5,46.4,6.4
39,107,"Mercer County, Ohio",32607,68.4,66.9,2.0
39,109,"Miami County, Ohio",87130,65.0,62.5,3.4
39,111,"Monroe County, Ohio",11001,52.1,49.3,5.5
39,113,"Montgomery County, Ohio",430999,62.7,58.5,5.9
39,115,"Morgan County, Ohio",11281,51.1,48.5,4.9
39,117,"Morrow County, Ohio",28291,62.9,61.1,2.6
39,119,"Muskingum County, Ohio",68916,60.2,57.4,4.6
39,121,"Noble County, Ohio",11746,37.4,35.7,4.5
39,123,"Ottawa County, Ohio",34184,57.7,55.7,3.4
39,125,"Paulding County, Ohio",14998,59.2,56.8,3.9
39,127,"Perry County, Ohio",28187,56.4,53.6,4.9
39,129,"Pickaway County, Ohio",47738,56.6,54.3,4.1
39,131,"Pike County, Ohio",21568,50.4,47.8,5.2
39,133,"Portage County, Ohio",135631,65.2,61.5,5.6
39,135,"Preble County, Ohio",32906,62.7,60.6,3.4
39,137,"Putnam County, Ohio",26686,66.1,64.6,2.2
39,139,"Richland County, Ohio",101095,56.9,54.0,4.8
39,141,"Ross County, Ohio",62723,53.8,50.7,5.7
39,143,"Sandusky County, Ohio",47840,60.9,58.0,4.8
39,145,"Scioto County, Ohio",59736,48.3,44.7,7.5
39,147,"Seneca County, Ohio",44839,62.6,59.9,4.2
39,149,"Shelby County, Ohio",37763,67.0,63.7,4.9
39,151,"Stark County, Ohio",303175,62.0,59.3,4.3
39,153,"Summit County, Ohio",440967,64.8,61.3,5.3
39,155,"Trumbull County, Ohio",165725,54.9,52.2,4.8
39,157,"Tuscarawas County, Ohio",74172,61.7,58.3,5.5
39,159,"Union County, Ohio",49814,67.8,65.7,2.9
39,161,"Van Wert County, Ohio",23094,64.2,61.6,3.8
39,163,"Vinton County, Ohio",10391,50.9,49.1,3.6
39,165,"Warren County, Ohio",192319,65.5,63.4,3.0
39,167,"Washington County, Ohio",49365,57.8,54.8,5.2
39,169,"Wayne County, Ohio",91689,62.2,60.1,3.3
39,171,"Williams County, Ohio",29695,61.8,59.6,3.5
39,173,"Wood County, Ohio",108141,67.2,63.8,4.9
39,175,"Wyandot County, Ohio",17746,63.6,61.8,2.8
40,001,"Adair County, Oklahoma",15121,50.7,47.4,6.4
40,003,"Alfalfa County, Oklahoma",4639,47.5,45.5,4.0
40,005,"Atoka County, Oklahoma",11497,46.2,43.6,5.6
40,007,"Beaver County, Oklahoma",3996,60.2,59.0,1.9
40,009,"Beckham County, Oklahoma",17707,51.5,48.4,6.2
40,011,"Blaine County, Oklahoma",6857,48.3,45.0,6.8
40,013,"Bryan County, Oklahoma",36911,58.4,55.5,4.8
40,015,"Caddo County, Oklahoma",21425,53.6,50.4,6.0
40,017,"Canadian County, Oklahoma",120908,68.6,65.4,4.1
40,019,"Carter County, Oklahoma",37336,59.7,57.2,4.2
40,021,"Cherokee County, Oklahoma",38207,56.8,53.4,5.6
40,023,"Choctaw County, Oklahoma",11171,53.3,49.6,6.9
40,025,"Cimarron County, Oklahoma",1775,61.2,61.1,0.2
40,027,"Cleveland County, Oklahoma",241265,65.4,61.4,4.7
40,029,"Coal County, Oklahoma",4199,51.1,48.2,5.6
40,031,"Comanche County, Oklahoma",95940,60.9,47.7,6.6
40,033,"Cotton County, Oklahoma",4422,55.2,53.9,2.2
40,035,"Craig County, Oklahoma",11444,49.4,47.1,4.6
40,037,"Creek County, Oklahoma",57220,56.7,54.5,3.7
40,039,"Custer County, Oklahoma",22053,66.6,64.6,2.9
40,041,"Delaware County, Oklahoma",33733,50.3,47.7,5.2
40,043,"Dewey County, Oklahoma",3399,57.7,54.7,5.2
40,045,"Ellis County, Oklahoma",3045,57.1,52.1,8.8
40,047,"Garfield County, Oklahoma",48053,63.8,58.4,4.6
40,049,"Garvin County, Oklahoma",20177,55.1,53.6,2.8
40,051,"Grady County, Oklahoma",43815,60.3,57.0,5.0
40,053,"Grant County, Oklahoma",3248,58.2,56.2,3.4
40,055,"Greer County, Oklahoma",4497,45.9,43.0,5.8
40,057,"Harmon County, Oklahoma",1995,59.3,54.9,7.4
40,059,"Harper County, Oklahoma",2560,56.8,55.4,2.6
40,061,"Haskell County, Oklahoma",9261,52.7,48.6,7.7
40,063,"Hughes County, Oklahoma",10900,41.9,39.3,6.3
40,065,"Jackson County, Oklahoma",19159,64.7,56.2,4.2
40,067,"Jefferson County, Oklahoma",4189,52.2,49.9,4.3
40,069,"Johnston County, Oklahoma",8222,49.1,46.4,5.5
40,071,"Kay County, Oklahoma",34208,58.9,55.1,6.2
40,073,"Kingfisher County, Oklahoma",11615,61.9,60.3,2.5
40,075,"Kiowa County, Oklahoma",6607,53.5,51.0,4.4
40,077,"Latimer County, Oklahoma",7636,50.6,46.6,7.8
40,079,"Le Flore County, Oklahoma",38321,51.7,48.7,5.2
40,081,"Lincoln County, Oklahoma",26849,55.6,53.6,3.0
40,083,"Logan County, Oklahoma",40250,58.1,56.2,2.9
40,085,"Love County, Oklahoma",7967,58.3,55.0,5.4
40,087,"McClain County, Oklahoma",33086,64.2,61.0,4.1
40,089,"McCurtain County, Oklahoma",23767,54.6,52.0,4.9
40,091,"McIntosh County, Oklahoma",15737,41.8,40.1,4.0
40,093,"Major County, Oklahoma",5918,59.1,58.0,1.8
40,095,"Marshall County, Oklahoma",12284,52.4,49.3,5.8
40,097,"Mayes County, Oklahoma",31237,56.6,53.2,5.9
40,099,"Murray County, Oklahoma",10971,55.5,54.2,2.1
40,101,"Muskogee County, Oklahoma",52143,53.5,50.4,5.7
40,103,"Noble County, Oklahoma",8603,57.9,55.6,4.0
40,105,"Nowata County, Oklahoma",7561,55.2,52.8,4.3
40,107,"Okfuskee County, Oklahoma",9085,44.3,42.7,3.5
40,109,"Oklahoma County, Oklahoma",617041,65.8,61.9,4.6
40,111,"Okmulgee County, Oklahoma",29254,55.2,51.1,7.2
40,113,"Osage County, Oklahoma",37543,54.2,51.1,5.6
40,115,"Ottawa County, Oklahoma",23737,54.2,52.1,3.8
40,117,"Pawnee County, Oklahoma",12423,54.6,52.7,3.5
40,119,"Payne County, Oklahoma",68463,57.1,54.1,4.8
40,121,"Pittsburg County, Oklahoma",34945,52.8,49.4,6.3
40,123,"Pontotoc County, Oklahoma",29831,60.0,57.4,4.3
40,125,"Pottawatomie County, Oklahoma",58000,54.5,51.2,5.8
40,127,"Pushmataha County, Oklahoma",8775,45.8,41.7,9.0
40,129,"Roger Mills County, Oklahoma",2644,58.7,56.0,4.7
40,131,"Rogers County, Oklahoma",76392,63.9,60.8,4.7
40,133,"Seminole County, Oklahoma",18529,49.5,45.9,7.2
40,135,"Sequoyah County, Oklahoma",31310,51.7,48.5,5.2
40,137,"Stephens County, Oklahoma",34428,53.8,51.1,4.9
40,139,"Texas County, Oklahoma",15907,66.3,64.5,2.7
40,141,"Tillman County, Oklahoma",5568,53.3,50.2,5.9
40,143,"Tulsa County, Oklahoma",520740,65.8,62.2,5.3
40,145,"Wagoner County, Oklahoma",64823,63.3,60.1,4.9
40,147,"Washington County, Oklahoma",41503,57.8,55.5,3.8
